INDEX,REPORT_YEAR,DIVISION,NEIGHBOURHOOD,CATEGORY,SUBTYPE,COUNT,COUNT_CLEARED,ObjectId
34045,2016,D11,Lambton Baby Point (114),Crimes Against Property,Break & Enter-Commercial,2,1,34256
34046,2021,D33,Banbury-Don Mills (42),Crimes Against Property,Break & Enter-Commercial,6,3,34257
34047,2022,D23,Rexdale-Kipling (4),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,34258
34048,2017,D42,Steeles (116),Crimes Against Property,Other,55,14,34259
34049,2015,D11,High Park North (88),Controlled Drugs and Substances Act,Other,24,23,34260
34050,2021,D43,Bendale-Glen Andrew (156),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,7,34261
34317,2017,D13,Forest Hill South (101),Crimes Against the Person,Other,3,3,34262
34115,2015,D53,Leaside-Bennington (56),Other Federal Statute Violations,Other,1,1,34263
34066,2022,D23,Thistletown-Beaumond Heights (3),Crimes Against the Person,Robbery-Other,15,3,34264
34318,2020,D31,Humbermede (22),Other Federal Statute Violations,Other,2,2,34265
34116,2022,D55,Taylor-Massey (61),Crimes Against the Person,Robbery-Financial,1,1,34266
34067,2014,D14,Annex (95),Crimes Against the Person,Other,16,11,34267
34319,2020,D53,Rosedale-Moore Park (98),Crimes Against the Person,Robbery-Other,15,7,34268
34117,2016,D12,Junction Area (90),Crimes Against Property,Other,17,6,34269
34267,2018,D42,Malvern East (146),Crimes Against Property,Fraud,72,6,34270
34068,2021,D32,Clanton Park (33),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,13,11,34271
34320,2022,D55,Victoria Village (43),Crimes Against Property,Break & Enter-Commercial,6,3,34272
34118,2015,D22,Eringate-Centennial-West Deane (11),Crimes Against Property,Break & Enter-Commercial,7,2,34273
34321,2017,D32,Avondale (153),Crimes Against the Person,Sexual Violation,5,2,34274
34268,2017,D31,Humbermede (22),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,21,18,34275
34069,2017,D13,Oakwood Village (107),Crimes Against Property,Break & Enter-House,27,12,34276
34119,2014,D55,Greenwood-Coxwell (65),Other Criminal Code Violations,Other,62,56,34277
34322,2016,D33,Fenside-Parkwoods (150),Crimes Against Property,Auto Theft,17,1,34278
34269,2021,D14,Fort York-Liberty Village (163),Crimes Against Property,Other,111,40,34279
34070,2021,D13,Forest Hill North (102),Crimes Against the Person,Sexual Violation,2,1,34280
34120,2020,D41,Dorset Park (126),Crimes Against Property,Auto Theft,73,11,34281
34323,2019,D22,Mimico-Queensway (160),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,31,30,34282
34270,2014,D14,Palmerston-Little Italy (80),Crimes Against Property,Other,75,29,34283
34071,2015,D13,Forest Hill North (102),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,34284
34121,2014,D55,Danforth (66),Crimes Against the Person,Other,22,14,34285
34324,2015,D22,Blake-Jones (69),Crimes Against the Person,Robbery-Other,1,1,34286
34271,2016,D12,Keelesdale-Eglinton West (110),Crimes Against Property,Break & Enter-Commercial,5,3,34287
34072,2022,D13,Corso Italia-Davenport (92),Crimes Against Property,Auto Theft,40,2,34288
34122,2019,D41,Cliffcrest (123),Other Criminal Code Violations,Other,11,9,34289
34325,2023,D55,The Beaches (63),Crimes Against the Person,Assault,91,58,34290
34073,2017,D22,York University Heights (27),Other Criminal Code Violations,Other,1,1,34291
34123,2016,NSA,Black Creek (24),Other Criminal Code Violations,Other,1,1,34292
34326,2017,D51,Downtown Yonge East (168),Other Criminal Code Violations,Other,173,161,34293
34124,2014,D55,The Beaches (63),Crimes Against the Person,Robbery-Other,13,8,34294
34272,2017,D42,East L'Amoreaux (148),Other Federal Statute Violations,Other,3,3,34295
34074,2021,D11,Junction-Wallace Emerson (171),Crimes Against the Person,Sexual Violation,15,9,34296
34327,2017,D43,Scarborough Village (139),Crimes Against Property,Break & Enter-House,14,3,34297
34125,2014,D55,Woodbine-Lumsden (60),Other Criminal Code Violations,Other,19,17,34298
34273,2019,D52,Yonge-Bay Corridor (170),Crimes Against Property,Theft Over $5000,63,17,34299
34075,2019,D33,Wexford/Maryvale (119),Crimes Against the Person,Assault,7,3,34300
34328,2019,D31,Humbermede (22),Crimes Against Property,Auto Theft,73,4,34301
34126,2015,D55,Playter Estates-Danforth (67),Crimes Against Property,Break & Enter-Commercial,5,1,34302
34274,2021,D12,Weston (113),Crimes Against Property,Auto Theft,60,3,34303
34076,2018,D22,Edenbridge-Humber Valley (9),Crimes Against the Person,Robbery-Financial,3,3,34304
34329,2014,D32,East Willowdale (152),Crimes Against the Person,Other,13,8,34305
34127,2017,D13,Junction-Wallace Emerson (171),Crimes Against Property,Theft Over $5000,3,1,34306
34275,2021,D32,NSA,Crimes Against Property,Theft Under $5000,12,2,34307
34077,2017,D33,East Willowdale (152),Crimes Against the Person,Assault,1,1,34308
34330,2017,D11,Little Portugal (84),Crimes Against Property,Other,31,9,34309
34128,2022,D13,Wychwood (94),Crimes Against Property,Auto Theft,34,3,34310
34276,2016,D43,Cliffcrest (123),Crimes Against the Person,Sexual Violation,12,8,34311
34078,2018,D55,Woodbine-Lumsden (60),Controlled Drugs and Substances Act,Other,3,3,34312
34331,2021,D11,Rockcliffe-Smythe (111),Crimes Against Property,Theft Under $5000,74,14,34313
34129,2019,D51,Regent Park (72),Other Criminal Code Violations,Other,95,91,34314
34277,2015,D55,East End-Danforth (62),Criminal Code Traffic,Other,14,13,34315
34079,2017,D55,Playter Estates-Danforth (67),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,2,34316
34332,2018,D53,Thorncliffe Park (55),Crimes Against Property,Break & Enter-Commercial,16,4,34317
34130,2020,D23,Mount Olive-Silverstone-Jamestown (2),Crimes Against Property,Other,91,20,34318
34278,2023,D32,Downsview (155),Crimes Against Property,Theft Over $5000,4,2,34319
34080,2018,D51,Downtown Yonge East (168),Crimes Against Property,Auto Theft,50,8,34320
34333,2022,D11,Little Portugal (84),Crimes Against Property,Auto Theft,11,2,34321
34131,2018,D22,Long Branch (19),Crimes Against the Person,Sexual Violation,7,6,34322
34279,2019,D41,Dorset Park (126),Crimes Against Property,Fraud,109,18,34323
34081,2014,D22,Long Branch (19),Crimes Against Property,Fraud,11,5,34324
34334,2014,D33,Bayview Village (52),Crimes Against Property,Theft Over $5000,9,1,34325
34132,2017,D51,South Riverdale (70),Crimes Against Property,Other,14,3,34326
34280,2022,D52,Bay-Cloverhill (169),Crimes Against Property,Auto Theft,14,3,34327
34082,2021,D41,Ionview (125),Crimes Against the Person,Robbery-Other,3,3,34328
34335,2020,D22,Humber Bay Shores (161),Crimes Against Property,Theft Under $5000,132,5,34329
34133,2019,D33,Henry Farm (53),Other Federal Statute Violations,Other,1,1,34330
34281,2017,D43,Bendale South (157),Crimes Against Property,Fraud,20,3,34331
34083,2014,D31,Black Creek (24),Crimes Against Property,Break & Enter-Apartment,15,5,34332
34336,2020,D13,Junction-Wallace Emerson (171),Controlled Drugs and Substances Act,Other,7,6,34333
34134,2017,D31,NSA,Crimes Against Property,Fraud,2,1,34334
34282,2015,D42,Malvern East (146),Controlled Drugs and Substances Act,Other,28,27,34335
34084,2015,D53,Church-Wellesley (167),Crimes Against Property,Theft Under $5000,6,2,34336
34135,2017,D31,Glenfield-Jane Heights (25),Crimes Against the Person,Assault,248,152,34337
34283,2014,D33,Don Valley Village (47),Other Federal Statute Violations,Other,1,1,34338
34085,2017,D32,Willowdale West (37),Crimes Against the Person,Other,32,21,34339
34136,2023,D52,Harbourfront-CityPlace (165),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,14,9,34340
34337,2015,D12,Rockcliffe-Smythe (111),Crimes Against the Person,Attempt Murder,2,1,34341
34284,2022,D43,Golfdale-Cedarbrae-Woburn (141),Crimes Against Property,Theft Over $5000,7,2,34342
34086,2017,D32,Bayview Village (52),Crimes Against the Person,Robbery-Other,1,1,34343
34137,2022,D53,Rosedale-Moore Park (98),Crimes Against Property,Theft Under $5000,464,54,34344
34338,2015,D12,Rustic (28),Crimes Against the Person,Assault,53,43,34345
34285,2015,D51,Cabbagetown-South St.James Town (71),Crimes Against the Person,Attempt Murder,1,1,34346
34087,2019,D43,Highland Creek (134),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,34347
34138,2018,D11,Dufferin Grove (83),Controlled Drugs and Substances Act,Other,9,9,34348
34339,2017,D53,Mount Pleasant East (99),Crimes Against Property,Break & Enter-Commercial,7,3,34349
34286,2021,D53,South Eglinton-Davisville (174),Crimes Against Property,Fraud,71,1,34350
34088,2019,D43,Scarborough Village (139),Other Federal Statute Violations,Other,1,1,34351
34139,2022,D12,Brookhaven-Amesbury (30),Other Criminal Code Violations,Other,68,62,34352
34340,2016,D55,Broadview North (57),Crimes Against Property,Break & Enter-Commercial,5,3,34353
34287,2023,D41,Dorset Park (126),Crimes Against the Person,Other,48,34,34354
34089,2023,D14,South Parkdale (85),Other Criminal Code Violations,Other,177,152,34355
34140,2018,D43,Bendale South (157),Crimes Against the Person,Assault,39,27,34356
34341,2017,D33,Banbury-Don Mills (42),Crimes Against Property,Auto Theft,17,1,34357
34288,2016,D22,Alderwood (20),Other Federal Statute Violations,Other,1,1,34358
34090,2017,D33,Pleasant View (46),Criminal Code Traffic,Other,5,5,34359
34141,2015,D12,Maple Leaf (29),Criminal Code Traffic,Other,1,1,34360
34342,2023,D31,Glenfield-Jane Heights (25),Crimes Against the Person,Robbery-Other,20,12,34361
34289,2022,D14,Little Portugal (84),Crimes Against the Person,Robbery-Other,8,7,34362
34091,2015,D12,Pelmo Park-Humberlea (23),Criminal Code Traffic,Other,3,2,34363
34142,2020,D55,Woodbine Corridor (64),Crimes Against Property,Break & Enter-Commercial,6,4,34364
34343,2020,D43,Highland Creek (134),Crimes Against Property,Fraud,51,5,34365
34290,2022,D14,Harbourfront-CityPlace (165),Controlled Drugs and Substances Act,Other,5,5,34366
34092,2018,D22,Mimico-Queensway (160),Crimes Against Property,Fraud,45,4,34367
34143,2017,D32,Avondale (153),Crimes Against the Person,Assault,47,38,34368
34344,2015,D55,Woodbine Corridor (64),Crimes Against Property,Theft Under $5000,147,31,34369
34291,2020,D14,South Parkdale (85),Crimes Against Property,Other,134,54,34370
34093,2023,D53,Annex (95),Crimes Against the Person,Other,58,33,34371
34144,2017,D12,Beechborough-Greenbrook (112),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,5,34372
34345,2022,D14,South Parkdale (85),Crimes Against the Person,Other,32,22,34373
34292,2015,D55,Birchcliffe-Cliffside (122),Other Criminal Code Violations,Other,1,1,34374
34094,2021,D32,Downsview (155),Crimes Against Property,Theft Under $5000,39,2,34375
34145,2019,D12,Maple Leaf (29),Controlled Drugs and Substances Act,Other,4,4,34376
34346,2017,D33,NSA,Other Criminal Code Violations,Other,3,3,34377
34293,2021,D11,Junction-Wallace Emerson (171),Crimes Against Property,Theft Over $5000,6,3,34378
34095,2019,NSA,NSA,Criminal Code Traffic,Other,95,89,34379
34146,2016,NSA,NSA,Crimes Against the Person,Attempt Murder,2,2,34380
34347,2015,D14,South Parkdale (85),Crimes Against Property,Break & Enter-Commercial,16,11,34381
34096,2015,D14,Dovercourt Village (172),Crimes Against Property,Other,57,15,34382
34147,2022,D41,Clairlea-Birchmount (120),Crimes Against Property,Auto Theft,72,10,34383
34348,2015,D52,Yonge-Bay Corridor (170),Crimes Against Property,Break & Enter-House,1,1,34384
34294,2016,D55,O'Connor-Parkview (54),Crimes Against Property,Other,91,34,34385
34097,2022,D52,Yonge-Bay Corridor (170),Other Criminal Code Violations,Other,392,357,34386
34148,2019,D22,Alderwood (20),Crimes Against the Person,Other,8,4,34387
34349,2021,D13,Oakwood Village (107),Controlled Drugs and Substances Act,Other,11,7,34388
34295,2019,D13,Oakwood Village (107),Crimes Against the Person,Assault,131,85,34389
34098,2021,D12,Maple Leaf (29),Crimes Against the Person,Assault,27,18,34390
34149,2017,D53,Forest Hill South (101),Crimes Against Property,Break & Enter-Other,2,1,34391
34350,2015,D42,NSA,Crimes Against Property,Fraud,12,8,34392
34296,2019,NSA,NSA,Crimes Against the Person,Attempt Murder,3,2,34393
34099,2020,D41,Clairlea-Birchmount (120),Crimes Against Property,Theft Over $5000,6,2,34394
34150,2020,D52,University (79),Crimes Against Property,Break & Enter-Apartment,4,1,34395
34297,2014,D43,West Hill (136),Other Criminal Code Violations,Other,186,175,34396
34100,2019,D32,Clanton Park (33),Crimes Against Property,Fraud,51,3,34397
34298,2021,D52,University (79),Crimes Against Property,Break & Enter-Apartment,2,1,34398
34299,2021,D41,Clairlea-Birchmount (120),Crimes Against Property,Theft Under $5000,323,81,34399
34300,2016,D32,Willowdale West (37),Other Federal Statute Violations,Other,4,3,34400
34551,2016,D53,University (79),Crimes Against the Person,Other,1,1,34401
34501,2021,D12,Junction Area (90),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,3,34402
34552,2015,D22,Etobicoke City Centre (159),Crimes Against Property,Break & Enter-Commercial,56,11,34403
34502,2014,D12,Keelesdale-Eglinton West (110),Controlled Drugs and Substances Act,Other,19,19,34404
34553,2020,D23,Elms-Old Rexdale (5),Crimes Against Property,Auto Theft,42,3,34405
34503,2021,D33,St.Andrew-Windfields (40),Other Criminal Code Violations,Other,12,10,34406
34554,2015,D32,Clanton Park (33),Crimes Against Property,Other,66,16,34407
34504,2023,D11,South Parkdale (85),Crimes Against the Person,Assault,13,9,34408
34555,2016,D22,Etobicoke City Centre (159),Criminal Code Traffic,Other,21,20,34409
34505,2022,D11,Roncesvalles (86),Crimes Against the Person,Robbery-Financial,3,3,34410
34556,2019,D42,East L'Amoreaux (148),Other Criminal Code Violations,Other,38,34,34411
34506,2016,D14,West Queen West (162),Criminal Code Traffic,Other,10,10,34412
34557,2017,D53,Annex (95),Crimes Against Property,Theft Over $5000,26,1,34413
34507,2019,D55,Taylor-Massey (61),Crimes Against Property,Theft Under $5000,146,42,34414
34558,2021,D22,Stonegate-Queensway (16),Crimes Against the Person,Assault,71,48,34415
34508,2018,D42,Malvern East (146),Crimes Against the Person,Robbery-Other,29,8,34416
34559,2020,D32,Bedford Park-Nortown (39),Crimes Against Property,Break & Enter-Commercial,28,4,34417
34509,2017,D43,Eglinton East (138),Crimes Against Property,Break & Enter-Commercial,16,4,34418
34560,2021,D55,Danforth (66),Controlled Drugs and Substances Act,Other,3,3,34419
34510,2014,D12,Keelesdale-Eglinton West (110),Crimes Against the Person,Assault,67,43,34420
34561,2020,D11,Weston-Pelham Park (91),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4,34421
34511,2014,D33,Bayview Village (52),Other Criminal Code Violations,Other,24,20,34422
34562,2015,D43,Morningside (135),Crimes Against Property,Fraud,32,7,34423
34512,2014,D13,NSA,Other Federal Statute Violations,Other,1,1,34424
34563,2016,D41,Birchcliffe-Cliffside (122),Crimes Against the Person,Assault,180,124,34425
34701,2021,D52,St Lawrence-East Bayfront-The Islands (166),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,12,34426
34601,2019,D43,Scarborough Village (139),Crimes Against Property,Auto Theft,20,3,34427
34651,2019,D32,Bathurst Manor (34),Other Criminal Code Violations,Other,25,22,34428
34401,2017,D12,Beechborough-Greenbrook (112),Crimes Against the Person,Sexual Violation,6,3,34429
34751,2019,D12,Mount Dennis (115),Crimes Against Property,Break & Enter-House,3,1,34430
34513,2021,D41,Kennedy Park (124),Criminal Code Traffic,Other,3,3,34431
34514,2017,D32,Clanton Park (33),Controlled Drugs and Substances Act,Other,4,4,34432
34515,2022,D33,Don Valley Village (47),Other Criminal Code Violations,Other,17,13,34433
34516,2020,D33,Henry Farm (53),Crimes Against Property,Break & Enter-Other,3,2,34434
34517,2015,D41,Ionview (125),Other Criminal Code Violations,Other,74,67,34435
34518,2016,D12,Keelesdale-Eglinton West (110),Crimes Against Property,Break & Enter-Apartment,3,2,34436
34519,2021,D55,Old East York (58),Criminal Code Traffic,Other,24,24,34437
34520,2019,D43,Woburn North (142),Other Criminal Code Violations,Other,127,116,34438
34521,2018,D31,York University Heights (27),Crimes Against Property,Theft Over $5000,13,2,34439
34522,2015,D32,Newtonbrook West (36),Crimes Against the Person,Sexual Violation,12,5,34440
34523,2015,D51,South Riverdale (70),Criminal Code Traffic,Other,6,6,34441
34524,2015,D43,Cliffcrest (123),Crimes Against the Person,Assault,50,35,34442
34525,2019,D55,North Riverdale (68),Crimes Against Property,Break & Enter-Commercial,14,2,34443
34526,2019,D14,Palmerston-Little Italy (80),Other Criminal Code Violations,Other,59,49,34444
34527,2015,D41,Cliffcrest (123),Crimes Against the Person,Assault,33,24,34445
34528,2015,D31,York University Heights (27),Crimes Against Property,Auto Theft,78,7,34446
34529,2022,D14,Palmerston-Little Italy (80),Crimes Against Property,Break & Enter-Other,4,1,34447
34530,2015,D14,NSA,Criminal Code Traffic,Other,1,1,34448
34531,2021,D14,West Queen West (162),Crimes Against the Person,Robbery-Other,10,6,34449
34532,2019,D13,Yorkdale-Glen Park (31),Crimes Against Property,Break & Enter-Apartment,4,1,34450
34533,2018,D55,Greenwood-Coxwell (65),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,9,34451
34534,2019,D51,Moss Park (73),Crimes Against the Person,Attempt Murder,6,6,34452
34535,2014,D23,Rexdale-Kipling (4),Crimes Against the Person,Robbery-Other,12,8,34453
34536,2018,D52,Bay-Cloverhill (169),Crimes Against Property,Theft Over $5000,9,3,34454
34537,2020,D23,Elms-Old Rexdale (5),Criminal Code Traffic,Other,5,5,34455
34538,2021,D55,Greenwood-Coxwell (65),Crimes Against the Person,Assault,97,54,34456
34539,2015,D33,St.Andrew-Windfields (40),Crimes Against Property,Theft Over $5000,12,2,34457
34540,2019,D12,Weston (113),Crimes Against Property,Auto Theft,47,12,34458
34541,2018,D53,Annex (95),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,15,13,34459
34542,2016,D55,Broadview North (57),Controlled Drugs and Substances Act,Other,12,12,34460
34543,2015,D43,Centennial Scarborough (133),Crimes Against the Person,Assault,35,28,34461
34544,2017,D23,Rexdale-Kipling (4),Crimes Against the Person,Assault,73,47,34462
34545,2016,D12,Pelmo Park-Humberlea (23),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,34463
34546,2017,D23,Yonge-Bay Corridor (170),Other Criminal Code Violations,Other,1,1,34464
34547,2021,D32,Avondale (153),Crimes Against Property,Fraud,50,1,34465
34548,2015,D55,Yonge-Bay Corridor (170),Crimes Against the Person,Other,1,1,34466
34549,2018,D52,Downtown Yonge East (168),Criminal Code Traffic,Other,2,1,34467
34550,2021,D31,Oakdale-Beverley Heights (154),Crimes Against Property,Theft Under $5000,489,72,34468
34451,2023,D12,Weston (113),Crimes Against Property,Auto Theft,107,9,34469
34752,2023,D42,Malvern West (145),Crimes Against Property,Fraud,68,3,34470
34602,2023,D23,Mount Olive-Silverstone-Jamestown (2),Crimes Against Property,Theft Over $5000,12,1,34471
34564,2019,D41,Eglinton East (138),Crimes Against Property,Fraud,26,4,34472
34452,2020,D53,Bedford Park-Nortown (39),Crimes Against Property,Auto Theft,23,3,34473
34652,2017,D41,Birchcliffe-Cliffside (122),Crimes Against Property,Fraud,50,6,34474
34402,2018,D51,Downtown Yonge East (168),Crimes Against Property,Theft Over $5000,21,4,34475
34753,2015,D42,Malvern West (145),Other Criminal Code Violations,Other,35,33,34476
34603,2017,D53,Bridle Path-Sunnybrook-York Mills (41),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,34477
34604,2022,D14,South Parkdale (85),Crimes Against Property,Auto Theft,28,4,34478
34605,2015,D43,Eglinton East (138),Crimes Against Property,Break & Enter-Apartment,27,2,34479
34606,2018,D53,Thorncliffe Park (55),Crimes Against Property,Fraud,59,15,34480
34607,2018,D12,Beechborough-Greenbrook (112),Crimes Against Property,Auto Theft,11,4,34481
34608,2020,D14,Wellington Place (164),Crimes Against the Person,Assault,137,76,34482
34609,2018,D13,Forest Hill North (102),Crimes Against Property,Other,11,2,34483
34610,2018,D53,Yonge-St.Clair (97),Crimes Against the Person,Robbery-Other,1,1,34484
34611,2016,D22,Mimico-Queensway (160),Crimes Against the Person,Sexual Violation,10,4,34485
34612,2014,D32,Englemount-Lawrence (32),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6,34486
34613,2017,D14,South Parkdale (85),Crimes Against Property,Break & Enter-Commercial,15,2,34487
34614,2016,D13,NSA,Controlled Drugs and Substances Act,Other,8,8,34488
34615,2021,D51,Downtown Yonge East (168),Controlled Drugs and Substances Act,Other,34,34,34489
34616,2023,D43,Scarborough Village (139),Crimes Against the Person,Assault,129,92,34490
34617,2018,D22,Edenbridge-Humber Valley (9),Crimes Against Property,Break & Enter-House,37,12,34491
34618,2017,D53,Church-Wellesley (167),Crimes Against Property,Other,2,2,34492
34619,2021,D32,Newtonbrook East (50),Other Criminal Code Violations,Other,20,15,34493
34620,2015,D43,Guildwood (140),Crimes Against Property,Theft Under $5000,80,23,34494
34621,2021,D23,NSA,Crimes Against the Person,Robbery-Other,1,1,34495
34622,2018,D42,L'Amoreaux West (147),Other Criminal Code Violations,Other,31,27,34496
34623,2023,D53,North Toronto (173),Crimes Against the Person,Assault,86,60,34497
34624,2016,D14,Palmerston-Little Italy (80),Crimes Against Property,Other,70,15,34498
34625,2015,D55,Woodbine Corridor (64),Crimes Against the Person,Other,24,12,34499
34626,2018,D23,Mount Olive-Silverstone-Jamestown (2),Crimes Against Property,Auto Theft,76,7,34500
34627,2019,D11,South Parkdale (85),Crimes Against Property,Other,16,3,34501
34628,2020,D22,Islington (158),Crimes Against Property,Fraud,80,4,34502
34629,2020,D55,Greenwood-Coxwell (65),Crimes Against Property,Other,119,35,34503
34630,2022,D32,Yorkdale-Glen Park (31),Crimes Against the Person,Robbery-Other,21,12,34504
34631,2022,D43,Eglinton East (138),Crimes Against Property,Break & Enter-Commercial,11,3,34505
34632,2019,D42,Malvern West (145),Crimes Against Property,Break & Enter-Commercial,14,3,34506
34633,2014,D12,Rustic (28),Crimes Against Property,Break & Enter-Apartment,10,5,34507
34634,2018,D55,Woodbine-Lumsden (60),Crimes Against the Person,Robbery-Other,6,4,34508
34635,2018,D22,Princess-Rosethorn (10),Crimes Against Property,Other,12,1,34509
34636,2017,D12,Rockcliffe-Smythe (111),Crimes Against the Person,Sexual Violation,12,5,34510
34637,2022,D51,Church-Wellesley (167),Controlled Drugs and Substances Act,Other,35,28,34511
34638,2016,D11,Rockcliffe-Smythe (111),Crimes Against the Person,Robbery-Financial,1,1,34512
34639,2022,D55,O'Connor-Parkview (54),Crimes Against Property,Break & Enter-Apartment,25,16,34513
34640,2023,D14,West Queen West (162),Crimes Against Property,Break & Enter-Commercial,24,9,34514
34641,2022,D33,Bayview Woods-Steeles (49),Crimes Against Property,Break & Enter-House,7,2,34515
34642,2018,D42,Milliken (130),Crimes Against Property,Break & Enter-Commercial,78,6,34516
34643,2014,D14,NSA,Crimes Against Property,Other,13,7,34517
34644,2022,D23,Mount Olive-Silverstone-Jamestown (2),Crimes Against the Person,Sexual Violation,44,26,34518
34645,2018,D43,Scarborough Village (139),Crimes Against Property,Theft Over $5000,4,1,34519
34646,2021,D31,Glenfield-Jane Heights (25),Crimes Against Property,Break & Enter-Commercial,15,7,34520
34647,2018,D12,Weston-Pelham Park (91),Other Criminal Code Violations,Other,15,14,34521
34648,2019,D51,Church-Wellesley (167),Other Criminal Code Violations,Other,178,160,34522
34649,2022,D14,Little Portugal (84),Crimes Against the Person,Assault,76,48,34523
34650,2014,D55,Old East York (58),Crimes Against the Person,Sexual Violation,6,2,34524
34565,2022,D52,Kensington-Chinatown (78),Crimes Against Property,Break & Enter-Other,8,3,34525
34653,2018,D13,Humewood-Cedarvale (106),Controlled Drugs and Substances Act,Other,14,14,34526
34754,2018,D32,Englemount-Lawrence (32),Crimes Against Property,Theft Under $5000,199,49,34527
34403,2019,D55,Greenwood-Coxwell (65),Crimes Against the Person,Other,16,11,34528
34453,2014,D43,Woburn North (142),Crimes Against the Person,Assault,126,98,34529
34566,2015,D52,St Lawrence-East Bayfront-The Islands (166),Crimes Against the Person,Robbery-Other,5,1,34530
34755,2017,D14,South Parkdale (85),Crimes Against the Person,Attempt Murder,1,1,34531
34454,2018,D14,Palmerston-Little Italy (80),Crimes Against Property,Break & Enter-Other,6,1,34532
34654,2019,D43,West Hill (136),Crimes Against Property,Break & Enter-Other,7,4,34533
34404,2022,D32,Downsview (155),Criminal Code Traffic,Other,1,1,34534
34567,2020,D31,Downsview (155),Controlled Drugs and Substances Act,Other,4,4,34535
34756,2019,D43,Golfdale-Cedarbrae-Woburn (141),Criminal Code Traffic,Other,32,31,34536
34455,2018,D32,Avondale (153),Crimes Against Property,Auto Theft,8,1,34537
34655,2015,D23,Thistletown-Beaumond Heights (3),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,34538
34405,2014,D53,Forest Hill North (102),Crimes Against Property,Theft Under $5000,25,5,34539
34568,2023,D55,Danforth East York (59),Crimes Against Property,Fraud,68,1,34540
34757,2020,D31,York University Heights (27),Crimes Against the Person,Robbery-Other,29,16,34541
34456,2017,D53,Rosedale-Moore Park (98),Crimes Against Property,Theft Over $5000,10,2,34542
34656,2017,D32,Bedford Park-Nortown (39),Crimes Against Property,Break & Enter-Commercial,13,2,34543
34406,2021,D42,Morningside Heights (144),Crimes Against Property,Theft Over $5000,7,1,34544
34569,2014,D23,Thistletown-Beaumond Heights (3),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5,34545
34758,2020,D41,Eglinton East (138),Criminal Code Traffic,Other,7,6,34546
34457,2016,D53,Thorncliffe Park (55),Criminal Code Traffic,Other,4,4,34547
34657,2017,D13,Junction-Wallace Emerson (171),Crimes Against the Person,Other,4,4,34548
34407,2022,D14,Kensington-Chinatown (78),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,19,18,34549
34570,2017,D12,Maple Leaf (29),Crimes Against Property,Auto Theft,9,1,34550
34759,2019,D12,Rustic (28),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5,34551
34458,2022,D55,Broadview North (57),Crimes Against the Person,Assault,54,37,34552
34658,2021,D33,Banbury-Don Mills (42),Other Federal Statute Violations,Other,2,2,34553
34408,2016,D23,Thistletown-Beaumond Heights (3),Crimes Against the Person,Assault,44,31,34554
34571,2018,D12,Rockcliffe-Smythe (111),Crimes Against Property,Theft Under $5000,144,23,34555
34760,2014,D14,Wellington Place (164),Controlled Drugs and Substances Act,Other,51,50,34556
34459,2020,D23,Mount Olive-Silverstone-Jamestown (2),Crimes Against Property,Auto Theft,87,4,34557
34659,2017,D55,Flemingdon Park (44),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,7,34558
34409,2014,D12,NSA,Crimes Against the Person,Other,4,4,34559
34572,2014,D32,East Willowdale (152),Controlled Drugs and Substances Act,Other,8,8,34560
34761,2016,D43,Scarborough Village (139),Other Criminal Code Violations,Other,146,133,34561
34460,2021,D31,NSA,Crimes Against the Person,Sexual Violation,5,2,34562
34660,2017,D33,Banbury-Don Mills (42),Crimes Against Property,Break & Enter-Other,2,1,34563
34410,2017,D41,Bendale-Glen Andrew (156),Crimes Against the Person,Assault,57,39,34564
34573,2019,D32,Yorkdale-Glen Park (31),Crimes Against Property,Break & Enter-Commercial,33,5,34565
34762,2015,D51,Regent Park (72),Crimes Against Property,Theft Under $5000,164,22,34566
34461,2020,D31,Humbermede (22),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,6,34567
34661,2015,D32,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,34568
